baseline,arm,variable,level,lead,spread,spread_rms,crps,n_inits
sfno,weight+ic,specific_humidity,850,24,0.0004731315,0.00062409261,0.00048755183,112
sfno,weight,specific_humidity,850,72,0.00076926352,0.00098513418,0.00068990192,112
sfno,ic,specific_humidity,850,72,0.00052526857,0.00074159982,0.00077181527,112
sfno,weight+ic,specific_humidity,850,72,0.00086093341,0.0010906459,0.00067359813,112
sfno,weight,specific_humidity,850,120,0.0011232667,0.0013713829,0.00080009135,112
sfno,ic,specific_humidity,850,120,0.00072215356,0.0009693454,0.0009318652,112
sfno,weight+ic,specific_humidity,850,120,0.0011821221,0.0014322663,0.00079181059,112
sfno,weight,specific_humidity,850,240,0.0016153489,0.0018577569,0.00094671526,112
sfno,ic,specific_humidity,850,240,0.0012383017,0.0015017745,0.0010582301,112
sfno,weight+ic,specific_humidity,850,240,0.0016352321,0.001877142,0.00094631576,112
